"trip_id","start_time","end_time","headway_secs"
"1015-10-0","05:00:00","05:59:00",1200
"1015-10-0","06:00:00","06:59:00",1200
"1015-10-0","07:00:00","07:59:00",1200
"1015-10-0","08:00:00","08:59:00",3600
"1015-10-0","09:00:00","09:59:00",1800
"1015-10-0","10:00:00","10:59:00",3600
"1015-10-0","11:00:00","11:59:00",1800
"1015-10-0","12:00:00","12:59:00",3600
"1015-10-0","13:00:00","13:59:00",1800
"1015-10-0","14:00:00","14:59:00",3600
"1015-10-0","15:00:00","15:59:00",1800
"1015-10-0","16:00:00","16:59:00",1800
"1015-10-0","17:00:00","17:59:00",1200
"1015-10-0","18:00:00","18:59:00",1200
"1015-10-0","19:00:00","19:59:00",1800
"1015-10-0","20:00:00","20:59:00",1800
"1015-10-0","21:00:00","21:59:00",3600
"1015-10-0","22:00:00","22:59:00",3600
"1016-10-0","00:00:00","00:59:00",1800
"1016-10-0","04:00:00","04:59:00",3600
"1016-10-0","05:00:00","05:59:00",480
"1016-10-0","06:00:00","06:59:00",240
"1016-10-0","07:00:00","07:59:00",240
"1016-10-0","08:00:00","08:59:00",300
"1016-10-0","09:00:00","09:59:00",360
"1016-10-0","10:00:00","10:59:00",360
"1016-10-0","11:00:00","11:59:00",360
"1016-10-0","12:00:00","12:59:00",360
"1016-10-0","13:00:00","13:59:00",360
"1016-10-0","14:00:00","14:59:00",360
"1016-10-0","15:00:00","15:59:00",360
"1016-10-0","16:00:00","16:59:00",300
"1016-10-0","17:00:00","17:59:00",360
"1016-10-0","18:00:00","18:59:00",360
"1016-10-0","19:00:00","19:59:00",360
"1016-10-0","20:00:00","20:59:00",600
"1016-10-0","21:00:00","21:59:00",600
"1016-10-0","22:00:00","22:59:00",600
"1016-10-0","23:00:00","23:59:00",1200
"1016-10-1","00:00:00","00:59:00",900
"1016-10-1","05:00:00","05:59:00",1200
"1016-10-1","06:00:00","06:59:00",600
"1016-10-1","07:00:00","07:59:00",600
"1016-10-1","08:00:00","08:59:00",360
"1016-10-1","09:00:00","09:59:00",300
"1016-10-1","10:00:00","10:59:00",360
"1016-10-1","11:00:00","11:59:00",360
"1016-10-1","12:00:00","12:59:00",360
"1016-10-1","13:00:00","13:59:00",360
"1016-10-1","14:00:00","14:59:00",360
"1016-10-1","15:00:00","15:59:00",360
"1016-10-1","16:00:00","16:59:00",360
"1016-10-1","17:00:00","17:59:00",300
"1016-10-1","18:00:00","18:59:00",360
"1016-10-1","19:00:00","19:59:00",360
"1016-10-1","20:00:00","20:59:00",360
"1016-10-1","21:00:00","21:59:00",600
"1016-10-1","22:00:00","22:59:00",600
"1016-10-1","23:00:00","23:59:00",600
"1017-10-0","00:00:00","00:59:00",3600
"1017-10-0","03:00:00","03:59:00",3600
"1017-10-0","04:00:00","04:59:00",600
"1017-10-0","05:00:00","05:59:00",300
"1017-10-0","06:00:00","06:59:00",240
"1017-10-0","07:00:00","07:59:00",360
"1017-10-0","08:00:00","08:59:00",360
"1017-10-0","09:00:00","09:59:00",420
"1017-10-0","10:00:00","10:59:00",600
"1017-10-0","11:00:00","11:59:00",420
"1017-10-0","12:00:00","12:59:00",480
"1017-10-0","13:00:00","13:59:00",480
"1017-10-0","14:00:00","14:59:00",480
"1017-10-0","15:00:00","15:59:00",480
"1017-10-0","16:00:00","16:59:00",360
"1017-10-0","17:00:00","17:59:00",480
"1017-10-0","18:00:00","18:59:00",360
"1017-10-0","19:00:00","19:59:00",360
"1017-10-0","20:00:00","20:59:00",720
"1017-10-0","21:00:00","21:59:00",720
"1017-10-0","22:00:00","22:59:00",1200
"1017-10-0","23:00:00","23:59:00",1800
"1017-10-1","00:00:00","00:59:00",1200
"1017-10-1","04:00:00","04:59:00",1800
"1017-10-1","05:00:00","05:59:00",720
"1017-10-1","06:00:00","06:59:00",300
"1017-10-1","07:00:00","07:59:00",360
"1017-10-1","08:00:00","08:59:00",360
"1017-10-1","09:00:00","09:59:00",600
"1017-10-1","10:00:00","10:59:00",480
"1017-10-1","11:00:00","11:59:00",480
"1017-10-1","12:00:00","12:59:00",480
"1017-10-1","13:00:00","13:59:00",480
"1017-10-1","14:00:00","14:59:00",420
"1017-10-1","15:00:00","15:59:00",420
"1017-10-1","16:00:00","16:59:00",360
"1017-10-1","17:00:00","17:59:00",300
"1017-10-1","18:00:00","18:59:00",300
"1017-10-1","19:00:00","19:59:00",360
"1017-10-1","20:00:00","20:59:00",360
"1017-10-1","21:00:00","21:59:00",720
"1017-10-1","22:00:00","22:59:00",720
"1017-10-1","23:00:00","23:59:00",1200
"1018-10-0","00:00:00","00:59:00",3600
"1018-10-0","04:00:00","04:59:00",3600
"1018-10-0","05:00:00","05:59:00",720
"1018-10-0","06:00:00","06:59:00",420
"1018-10-0","07:00:00","07:59:00",360
"1018-10-0","08:00:00","08:59:00",360
"1018-10-0","09:00:00","09:59:00",420
"1018-10-0","10:00:00","10:59:00",420
"1018-10-0","11:00:00","11:59:00",480
"1018-10-0","12:00:00","12:59:00",420
"1018-10-0","13:00:00","13:59:00",480
"1018-10-0","14:00:00","14:59:00",420
"1018-10-0","15:00:00","15:59:00",480
"1018-10-0","16:00:00","16:59:00",420
"1018-10-0","17:00:00","17:59:00",420
"1018-10-0","18:00:00","18:59:00",360
"1018-10-0","19:00:00","19:59:00",420
"1018-10-0","20:00:00","20:59:00",480
"1018-10-0","21:00:00","21:59:00",600
"1018-10-0","22:00:00","22:59:00",600
"1018-10-0","23:00:00","23:59:00",720
"1018-10-1","00:00:00","00:59:00",900
"1018-10-1","05:00:00","05:59:00",1200
"1018-10-1","06:00:00","06:59:00",600
"1018-10-1","07:00:00","07:59:00",360
"1018-10-1","08:00:00","08:59:00",360
"1018-10-1","09:00:00","09:59:00",360
"1018-10-1","10:00:00","10:59:00",420
"1018-10-1","11:00:00","11:59:00",480
"1018-10-1","12:00:00","12:59:00",420
"1018-10-1","13:00:00","13:59:00",480
"1018-10-1","14:00:00","14:59:00",420
"1018-10-1","15:00:00","15:59:00",480
"1018-10-1","16:00:00","16:59:00",420
"1018-10-1","17:00:00","17:59:00",420
"1018-10-1","18:00:00","18:59:00",420
"1018-10-1","19:00:00","19:59:00",360
"1018-10-1","20:00:00","20:59:00",420
"1018-10-1","21:00:00","21:59:00",600
"1018-10-1","22:00:00","22:59:00",600
"1018-10-1","23:00:00","23:59:00",600
"1021-10-0","04:00:00","04:59:00",1800
"1021-10-0","05:00:00","05:59:00",1200
"1021-10-0","06:00:00","06:59:00",1200
"1021-10-0","07:00:00","07:59:00",1200
"1021-10-0","08:00:00","08:59:00",1200
"1021-10-0","09:00:00","09:59:00",1200
"1021-10-0","10:00:00","10:59:00",1800
"1021-10-0","11:00:00","11:59:00",1200
"1021-10-0","12:00:00","12:59:00",1800
"1021-10-0","13:00:00","13:59:00",1200
"1021-10-0","14:00:00","14:59:00",1800
"1021-10-0","15:00:00","15:59:00",1800
"1021-10-0","16:00:00","16:59:00",1200
"1021-10-0","17:00:00","17:59:00",1200
"1021-10-0","18:00:00","18:59:00",1200
"1021-10-0","19:00:00","19:59:00",1200
"1021-10-0","20:00:00","20:59:00",1800
"1021-10-0","21:00:00","21:59:00",1800
"1021-10-0","22:00:00","22:59:00",3600
"1021-10-0","23:00:00","23:59:00",1800
"1021-10-1","00:00:00","00:59:00",3600
"1021-10-1","04:00:00","04:59:00",3600
"1021-10-1","05:00:00","05:59:00",1200
"1021-10-1","06:00:00","06:59:00",1800
"1021-10-1","07:00:00","07:59:00",1200
"1021-10-1","08:00:00","08:59:00",900
"1021-10-1","09:00:00","09:59:00",1200
"1021-10-1","10:00:00","10:59:00",1800
"1021-10-1","11:00:00","11:59:00",1800
"1021-10-1","12:00:00","12:59:00",1200
"1021-10-1","13:00:00","13:59:00",1800
"1021-10-1","14:00:00","14:59:00",1200
"1021-10-1","15:00:00","15:59:00",1800
"1021-10-1","16:00:00","16:59:00",1200
"1021-10-1","17:00:00","17:59:00",1200
"1021-10-1","18:00:00","18:59:00",1200
"1021-10-1","19:00:00","19:59:00",1800
"1021-10-1","20:00:00","20:59:00",1200
"1021-10-1","21:00:00","21:59:00",1800
"1021-10-1","22:00:00","22:59:00",3600
"1021-10-1","23:00:00","23:59:00",1800
"1024-10-0","03:00:00","03:59:00",1800
"1024-10-0","04:00:00","04:59:00",300
"1024-10-0","05:00:00","05:59:00",180
"1024-10-0","06:00:00","06:59:00",180
"1024-10-0","07:00:00","07:59:00",180
"1024-10-0","08:00:00","08:59:00",180
"1024-10-0","09:00:00","09:59:00",300
"1024-10-0","10:00:00","10:59:00",360
"1024-10-0","11:00:00","11:59:00",360
"1024-10-0","12:00:00","12:59:00",300
"1024-10-0","13:00:00","13:59:00",300
"1024-10-0","14:00:00","14:59:00",300
"1024-10-0","15:00:00","15:59:00",300
"1024-10-0","16:00:00","16:59:00",300
"1024-10-0","17:00:00","17:59:00",300
"1024-10-0","18:00:00","18:59:00",360
"1024-10-0","19:00:00","19:59:00",360
"1024-10-0","20:00:00","20:59:00",420
"1024-10-0","21:00:00","21:59:00",420
"1024-10-0","22:00:00","22:59:00",600
"1024-10-0","23:00:00","23:59:00",1800
"1024-10-1","00:00:00","00:59:00",1800
"1024-10-1","01:00:00","01:59:00",3600
"1024-10-1","04:00:00","04:59:00",480
"1024-10-1","05:00:00","05:59:00",300
"1024-10-1","06:00:00","06:59:00",420
"1024-10-1","07:00:00","07:59:00",360
"1024-10-1","08:00:00","08:59:00",240
"1024-10-1","09:00:00","09:59:00",240
"1024-10-1","10:00:00","10:59:00",360
"1024-10-1","11:00:00","11:59:00",360
"1024-10-1","12:00:00","12:59:00",360
"1024-10-1","13:00:00","13:59:00",300
"1024-10-1","14:00:00","14:59:00",300
"1024-10-1","15:00:00","15:59:00",300
"1024-10-1","16:00:00","16:59:00",180
"1024-10-1","17:00:00","17:59:00",180
"1024-10-1","18:00:00","18:59:00",240
"1024-10-1","19:00:00","19:59:00",300
"1024-10-1","20:00:00","20:59:00",360
"1024-10-1","21:00:00","21:59:00",420
"1024-10-1","22:00:00","22:59:00",480
"1024-10-1","23:00:00","23:59:00",1200
